replies,retweets,favorites,text,day,time
0,0,0, ,18/10/2019,10:34
0,1,2,مع الاسف لايوجد لدنيا تخطيط وتنظيم سليم لدى اداره مرور الرياض في كل مناسبه او فعاليه نجد نفس الاشكاليه اقرب حل هو اغلاق الطرق وتكديس الزوار وهذا مع احترامي وتقديري لايعد حل بل يعد فشلا في دول مجاوره لا نجد ذلك اتمنى تستفيدوا من تجارب الاخرين     ,18/10/2019,10:31
0,0,0,صدق مره ينرحمون لمده شهرين كذا بيقعدون ع اعصابهم قسم بالله عيب وانانيه كبيره  ,18/10/2019,10:27
0,0,0,  عيالي وبناتي ما ناموا بالبيت هههههههه,18/10/2019,10:23
0,0,0,حرام صديقتي ماطلعت من البيت وعزمت صاحبتها تقول ماجتني الا ١١ ونص تقول مره ماعاد ننبسط بذا الحي صاير معاناه بشكل ارحمهم مره  ,18/10/2019,10:22
0,0,0,اصبح الرغبه الاخيره بصراحه لاي واحد شاري بيت للعمر البيت مب لوجع الراس وزحمات وقلق وتفحيط اخر الليول وبثاره ارحممممممهم مره حطين  ,18/10/2019,10:21
0,5,5,بخصوص مشكله     الي طرحتموها حابه اتوجه لـ         بفكره راح تقلل من مشكله الازدحام على المنطقه الموضحه بالصوره وتحل جزء من الازمه المروريه مما سيزيد من فرص التفاعل مع     في ZONE 1,18/10/2019,10:18
0,0,0,حسبنا الله ونعم الوكيل على من تسبب في هذه المهازل  ,18/10/2019,10:17
0,0,0,  ,18/10/2019,10:16
0,0,0,  الحل الوحيد توفير مواقف في جميع الاتجاهات ,18/10/2019,10:15
0,0,0,  المعاناه انتقلت للاحياء القريبه من المكان وان كانت بدرجه اقل  مستحيل تعطيل الناس بهالشكل,18/10/2019,10:07
1,1,0,امس قعدت نص ساعه اقنع المرور ان بيتي على الشارع اللي هم مسكرينه  ,18/10/2019,09:59
17,48,22,لازم يوصل ترند عشان يصل للمسؤولين الوضع لا يطاق  ,18/10/2019,09:58
0,0,0,  ,18/10/2019,09:49
0,0,0,كسروا خاطري الاغنياء الله يكون بعونهم يارب  ,18/10/2019,09:46
20,2,10,سكان حطين كنكم نفسيات ومكبرين للموضوع واحد يقول الالعاب الناريه خوفتنا وواحد يقول وقفوا عند بيتي وخير ياطير المفروض تفتحون بيوتكم للزوار عشان يشوفون الكرم والضيافه السعوديه استمتعوا وخلوا الناس تستمتع ولاتكبرون الموضوع  ,18/10/2019,08:19
0,0,0,  ,18/10/2019,07:44
0,0,1,والله على ظهور المساكين احياء الشمال وخصوصا حطين اكلوها من الازعاج والزحمه شوف  ,18/10/2019,07:32
0,7,2,  انا بمجرد مروري بمحاذاه الحي راجعه لبيتي حسيت بالمعاناه فما بالك بسكان الحي نفسهم وش ذنب سكانه يتاذون هل فكر المسؤول فيما لو حدث حاله طارئه لاحد السكان كيف بيتصرف ويخرج من الحي بسرعه مو معقول هالاذى يستمر شهرين والضحيه اهل الحي وما جاوره  ,18/10/2019,07:28
4,12,5,  نبغى حل مو معقول الناس صارت توقف سياراتها عند بيوتنا عشان يحضرون الفعاليه اذا المكان مايستوعب ليه سامحين لهالكميه من الناس تدخل كان من قبل قفلتوا الطرق وبالنسب لنا احنا سكان الحي نبغى معامله خاصه لندخل الحي وقت اقفال الشوارع,18/10/2019,05:17
1,2,2,  الظاهر ما عننا وعن البرقيه لابوفهد الموضوع لا يحتمل ويحتاج تدخل عاجل من الحكومه  بيوتنا وصلناها مشي يا ناس ,18/10/2019,04:31
0,0,0,المفروض يستغلون الوضع ويخلون بيوتهم للايجار ومواقف السيارات للايجار و يقش عفشه ويسكن بشقه ايجار بشرق الرياض لين ينتهي موسم الفلس  ,18/10/2019,04:11
1,0,1,الحل بغلق منافذ الحي كامله ومنح سكانه بطاقات تمكنهم من الدخول  ,18/10/2019,04:01
0,8,4,يعطيكم العافيه على جهودكم بس ياليت يكون فيه تنسيق مدروس لمواقع الفعاليات افضل من كذا فعاليه بهالحجم و هالاعداد و وسط حي سكني مو معقوله اهل الحي يتضررون على هالحساب الواحد مو قادر يوصل بيته غير الايذاء من السيارات الي موقفه      ,18/10/2019,01:34
0,0,0,الناس ينبسطون واهل الحي يتنكدون ويتعطلون    ,18/10/2019,00:39
0,0,0,  لا تعليق ,18/10/2019,00:33
1,0,0,  تعالوا غرب الرياض  العريجاء سوو فعالياتكم عندنا عادي مابنقول لكم شي هههههه,18/10/2019,00:22
0,0,0,حي حطين والعقيق والملقا كلها تضررت بسبب زحمه السيارات  اذا بعض الناس امتنعوا عن الذهاب للمولات بسبب الموسيقى والزحمه فيها  فلماذا تلاحقهم في اماكن سكنهم   ,18/10/2019,00:18
0,0,0, ,18/10/2019,00:14
0,0,0,  وفجاءه كل الرياض صاروا سكان حطين ,18/10/2019,00:03
1,0,0,المعاناه الي انتم فيهم مؤقته تعال شف معاناتنا مع ذا الجسر المعلق ماكلين تبن من سنين وحنا ننشب فيه لدوام   ,17/10/2019,23:48
1,1,2,  مو طبيعي الوضع والله ما نقدر ندخل ولا نطلع من بيوتنا واذا صار ظرف طارئ كيف نقدر نطلع دواماتنا,17/10/2019,23:40
2,0,1,ههههههه استغفر الله الله لايبلانا اجل المتر باربع الاف  هذي حوبتكم ياهل حطين ليه ماسكنتوا معكم اهل الشفاء والسويدي الحمدلله اني ماشريت فيه صراحه مفروض تسمونه حي المحبطين وليس حطين هههههاي احبكم جميعا يالله كلها 95 سنه وتنتهى معاناتكم  ,17/10/2019,23:32
0,15,5,  الحمدلله وصلو ابنائي بالسلامه الى منزلهم اليوم مشيا على اقدامهم بعدما استحال ان يصلو اليه بواسطه السياره ليوقفو زوارالترفيه سيل سياراتهم امام منازلنا ,17/10/2019,23:30
0,2,1,  تضرر اهل الحي كثيرا لماذا لم تفكروا بجعله في مكان خارج الرياض او بعيد عن الاحياء المزدحمه اصلا لم نستطع الدخول ولا الخروج لبيوتنا,17/10/2019,23:19
1,6,4,بنقعد ٦٠ يوم على هذا الحال وضع الي المرور يقفل على شارع معين علشان فيه ناس مايبون زحمه قدام بيوتهم او قصورهم ويبون الشارع الي هم فيه فاضي على حساااااب ناس منطقين في شوارع ثانيه بالزحمه ويلفون الحي كامل علشان يوصلون لبيوتهم الي جنب بيوت هذولا الناس  ,17/10/2019,23:15
0,1,0,  الله يفرجها من عنده كان اليوم اول بوادر التكدس الي بتصير طول   وكالعاده سكان حطين هم اول المتضررين للاسف ,17/10/2019,23:15
2,10,5,حسبي الله عليهم حتى المرور غير متعاون ابد ابد قاعده اترجاه واقوله امي معاي كبيره في السن يهاوش ويقول مو ذنبي اجل ذنب مين ذنب اهل الحي الي بالعين موس وساكتين        ,17/10/2019,22:56
0,0,0,من عند جامع غاده الى البيت خلف الدفاع المدني ع طريق الامير محمد بن سلمان جلست ساعه  ,17/10/2019,22:48
0,0,1,  شف لنا حل ,17/10/2019,22:44
2,2,0,ابوثامر على الطاري ودي تنقل معاناه اهل حطين مع زحمه موسم الرياض وقله الحيا اللي صايره بالحي  مانقدر ننام بالسطح,17/10/2019,22:43
0,0,0,    ,17/10/2019,22:36
0,0,0,السااعه1 شلون ماراح نام بعد   ,17/10/2019,22:35
1,8,5,  ما ادري وين تنضيم   كل الشوارع مسكره من الزحمه حتى الحواري زحمه غير الي يوقف داخل الحي امام المنازل,17/10/2019,22:31
0,0,0,  مع موسم الرياض يمدي يكون عندي حجه عن سبب التاخير عن الدوام ,17/10/2019,22:25
0,0,1,  حتى  النت  صار يزحف ويحبي  بطيء جدا لاتقدر تطلع من بيتك ولاتقدر تدخل بيتك وحتى النت خياس  صرنا  معاقبين  ههههههه,17/10/2019,22:23
1,0,0,الحي يعاني نهايه الاسبوع من ازعاج بعض مرتادي مجمع البوليفارد من الشباب والآن على مدى ستين يوما والعدد كبير اكثر من نهايه الاسبوع  ,17/10/2019,22:16
3,12,8,  البيوت اللي في العقيق بن موسى اصبح بعضها معروضه للبيع والسبب انها تحولت لمواقف لسوق الشر الرياض بارك على مدار يومي وايضا صعوبه ودخول مع الدائري  حطين  عقيق بن موسى  العقيق  وحتى الملقا  اصبحت لا تطاق بسبب وفود الافواج من خارج المنطقه لاجل هجولتهم الفاشله,17/10/2019,22:16
0,0,0,انا من سكان حي حطين لاااااازم الموضوع ينحل ما يصلح كذا ما قدرت اطلع من البيت من الزحمه ياليت ينحل الموضوع في اسرع وقت مو معقول ساكنين في احسن الاحياء ونتضايق      ,17/10/2019,22:15
0,2,0,ضروري تخلون الوضع سياكل  ,17/10/2019,22:06
1,0,2,  مررررره صراحه اطلب من هنقرستيشن يرسل تكنسل الطلب و يطلع خرابيط ومدري ايش ناهيك عن مواقف بيتنا الي امتلت سيارات خطر لايدخلون بيتنا ,17/10/2019,22:03
1,1,0,  ما يحدث  كارثه  طريق تركي بن ناصر غرب والرياض بارك على الخير جهه الدائري والتركات برضوا على الخير حتى شارع الدفاع المدني وطريق الابراج والدوار مقفل تقفيل تام وهذه ليست المره الاولى بل على مدار السنه خميس وجمعه وايام الوطني يازين الحي من اول كان بر مافيه احد,17/10/2019,22:01
10,38,35,    في البدايه كل التوفيق فيما تقدمونه في موسم الرياض الرائع  ثانيا نعاني وعائلاتنا من سكان حي حطين من الوصول الى منازلنا بسبب زحمه بوليفارد الرياض وعند حدوث اي شيء طارئ لاسمح الله سيكون الخروج صعبا نتمنى مراعاه سكان الحي ووضع الحلول اللازمه لذلك,17/10/2019,21:54
0,2,1,حسبي الله عليك يالي سببت هالمشاكل الوالدين تجاوزت اعمارهم الثمانين لهم اكثر من ساعتين يحاولون يدخلون الحي بدون جدوى  ,17/10/2019,21:54
3,3,0,  هذا الساعه 7 الحين انا في فندق لين ما تنفرج ,17/10/2019,21:54
0,0,1,  وش الوضع اللحين نقدر ندخل الحي,17/10/2019,21:51
0,0,0,  شكل النومه فالسياره ,17/10/2019,21:46
0,0,1,  اتوقع اللي ناوي يشتري فيه بيتراجع ,17/10/2019,21:32
1,0,0,  ذوقوا اللي ذقناه في التحليه باليوم الوطني جاكم الدور ,17/10/2019,21:26
1,2,2,  مب منطقي الواحد ما عاد يعرف يوصل بيته  ,17/10/2019,21:17
1,0,1,يا قلب لا تحزززن  بيتي اشوفه بعيني ولا اقدر اوصلله اتعداه واغررق بهالزحمه حرام اللي يصييير حرام   ,17/10/2019,21:09
0,0,1,  ,17/10/2019,20:56
0,0,0,  اصبح حي حطين من اسوء الاحياء وكانك في البطحاء مميزات الحي الراقي هي الهدوء وتقديرات من تجار العقار بان قد يصبح سعر المتر مستقبلا ٩٠٠ ريال الله يعوضكم خير يااهل حطين,17/10/2019,20:51
0,0,0,  ,17/10/2019,20:46
0,0,1,على حساب سكان حي حطين  ,17/10/2019,20:38
0,0,1,  بصراحهشيء عجيباقامه فعاليات وسط احياء سكنيه الحمدلله الرياض كبيره لماذا لا تقام في الثمامهوبنبان والجنادريه وعلى الطرق السريعهوسط سهوله الدخولوالخروجدون مضايقه وازعاج لاحد من السكان,17/10/2019,20:34
0,0,0,  لي ساعه احاول ادخل الحي واذا دخلت كيف احصل موقف,17/10/2019,20:31
0,0,0,انحجزنا  اعتقد المفروض مثل هالاحتفالات تكون في اماكن بعيده عن المجمعات والبيوت السكنيه  ,17/10/2019,20:26
1,0,2,احد اسباب   في  ,17/10/2019,20:23
0,0,1,  للاسف وضع الحي من سيء الى اسوء من زحمه المولات والفود ترك الى زحمه موسم الرياض اللي عطلت كل مداخل ومخارج الحي,17/10/2019,20:16
0,1,2,  لازم ,17/10/2019,20:14
0,2,0,  قسم بالله اللي صاير مهزله ياخي كيف نوصل لبيوتنا ,17/10/2019,20:14
2,2,1,فعاليات مثل هذه المفروض تكون بعيده عن الاحياء السكنيه مثل الجنادريه ما ذنبنا سكان حطين لا حول ولا قوه الا بالله  ,17/10/2019,20:13
1,0,0,مايصير ياجماعه صار لي فوق الساعتين احاول اوصل البيت ماني قادره        ,17/10/2019,20:08
1,7,6,قلت كذا لنفسي في   لاني في العام الماضي احتجت لادخل   اكثر من ثلاث ساعات وبالترجي وجهزت نفسي هالسنه اني اكون بيتوتي لكن للاسف اضطريت اروح للمطار فخرجت من الحي بعد ساعه بحث عن منفذ وساعتين الا ربع لداخل الحي وبحب خشوم  ,17/10/2019,20:00
0,1,0,لحد يجي لحد يجي والله مافيه ستربتيز ترا نافوره راقصه والعاب ناريه  ,17/10/2019,19:59
0,2,2,  ,17/10/2019,19:58
0,0,0,  صارو كل اهل الرياض ساكنين بحطين وش السالفه ,17/10/2019,19:57
27,4,4,  مخجل جدا ان تشتري بيت بحي حطين المتر بـ3000 الى 5000 وتجد درباوي او مولع جاي من النظيم والسويدي وموقف عند باب بيتك ولاتقدر تطلع لتقضي مشاويرك فما بالك لو جتك خاله طارئه لاسمح الله ,17/10/2019,19:56
1,4,5,  وش العويض لاهل حطين من هالزحمات والازعاج الغير طبيعي امتلت الحاره سيارات الزوار لدرجه مانقدر نطلع السياره من باب الكراج قبل تسون موسم فكرو وين تحطونه وش الضرر الي بيجي اهل الحي الي بتحطون عندهم حفلكم حطوه في صلبوخ الثمامه بنبان اي مكان يضف هالناس مو مكان سكني,17/10/2019,19:52
1,1,0,  وعندهم معاناه  هههههه,17/10/2019,19:51
0,0,0,  انحبسنا في بيوتنا ولم نرتاح اصوات الالعاب الناريه افزعت صغارنا اللهم امنا في اوطاننا,17/10/2019,19:50
1,0,0,الله يعين صارلي ساعه واقف بالزحمه  ,17/10/2019,19:44
0,2,0,  ,17/10/2019,19:43
0,0,0,  ضريبه انك غني ,17/10/2019,19:42
0,0,0,  المفروض يعطونهم اجازه,17/10/2019,19:41
1,0,1,مشهد زحمه السيارات من سطح منزلنا مؤسف وفوقها ازعاج شديد  والمشكله اذا بيستمر هذا الوضع خلال الموسم     مع _جيران_حارتنا,17/10/2019,19:37
1,3,1,على حساب سكان الحي  ,17/10/2019,19:34
1,4,2,يزعل كيف لا احنا اللي قادرين نطلع ولا الناس راضين يجون بيوتنا بسبب الزحمه  ,17/10/2019,19:27
9,19,5,  حتى مواقف بيوتنا وقراشتنا لم تسلم      ,17/10/2019,19:24
0,0,0, ,17/10/2019,19:22
0,1,0,  ,17/10/2019,19:19
2,2,0,المتر في هذا الحي ب ٣٠٠٠ الاف ريال الان يمكن نزل النصف  ,17/10/2019,19:16
1,2,0,هذي الحواري فما بالك بالطريق الرئيسيه  الوضع مزعج جدا    ,17/10/2019,19:02
3,0,0,الحين انا كيف اطلع من البيت اروح مشوار  ,17/10/2019,19:00
42,43,62,  انا قررت اني ما اطلع من بيتي الليله لاني انضغط من الزحمه الحمدلله الفعاليات من ثلاث ليالي وهي تردح واصلتنا في عقر دارنا والالعاب الناريه طلت علينا من شباك الصاله يا معالي المستشار اصرف لنا بدل ضرر ,17/10/2019,18:52
0,0,0,ياااوك يا الزحمه شهرين بيصير الوضع كذا  ,17/10/2019,18:48
0,0,0,معاناه فعلا تنحرم من اقرب محل لك او مطعم بسبب هالزحمات    ,17/10/2019,18:42
0,2,0,  ,17/10/2019,18:41
25,69,34,  ,17/10/2019,18:32
3,11,8,الحين لو لا قدر الله احد صار له ظرف او تعب كيف يطلع من الحي  موب طبيعي الي قاعد يصير ياخي فيه طرق سريعه زي صلبوخ وطريق القصيم ليه الفعاليات ما تصير هناك  ,17/10/2019,18:32
0,2,1,  اقسم بالله الى قاعد يصير فينا كثير جدا      ,17/10/2019,18:26
4,44,23,  الخارج مفقود والداخل مولولود سكان حي لايحق لهم الوصول الى منازلهم صارت وناسه اهل الرياض على روسنا ,17/10/2019,18:25
1,1,0,  كل الحارات مقفله ي ناس وين نطلع معههههههه  ,17/10/2019,18:13
0,3,0,قيل لاحد الحكماء  هل يستطيع الانسان ان يعم الناس بجودهقال  نعم  اذا احب لهم الخير بقلبه فقد عمهم بجوده  مساءكم خير واحسان وجود      ,17/10/2019,18:10
0,0,0,حسبي الله ونعم الوكيل بس الحين اجلس ادور في الشوارع لين يخلصون وبعدين اروح البيت في احد يستقبل homeless لين تخلص المسيره ووناسه اهل الرياض    ,17/10/2019,18:02
0,0,0,الله فووووووق  ,17/10/2019,17:59
0,1,0,   ,17/10/2019,17:50
0,1,0,  هذا حال الحي السكني المزريه ,17/10/2019,17:47
11,73,32,  لو فيه اي حاله طارئه لاسمح الله لاحد اهالي الحاره بالله كيف التصرف الان شكرا لكم على هذا التنظيم الرائع      ,17/10/2019,17:47
0,0,1,  اسكنوا فنادق والا دورواستراحات في العماريه حل مؤقت على حساب ابو ناصر ,17/10/2019,17:44
0,1,1,لعنه وش الي صاير   ,17/10/2019,17:42
13,52,30,ابو ناصر العمل في   تاريخي و متكامل  لكن نحتاج حل لمشكله الزحمه في الشوارع داخل الحي متوقفه تماما  لا يمكن الدخول او الخروج للمنزل      ,17/10/2019,17:12
10,58,25,  شكرا هيئه الترفيه شكرا تركي ال الشيخ شكرا مرور الرياض شكرا امانه الرياض على هذي الفوضى      ,17/10/2019,17:12
0,2,2,احبتي في   اخي معالي المستشار   مع شكرنا لكم على كل ترفيه مباح نظمتموه في   ودعواتنا لكم بالهدايه عن كل ترفيه محرم الا انكم يجب ان تراعوا الاحياء السكنيه المجاوره لكل فعاليه فلا اقل من ترتيب دخول سكانها وخروجهم بكل حريه  ,17/10/2019,16:58
1,0,0,  ,17/10/2019,16:48
3,0,1,الحاره تحولت الى مواقف سيارات وازعاج مستمر للسكان هل من حل مخطط لهذه المشكله هذا واحنا لسى في اول يوم          ,17/10/2019,16:37
2,15,10,ياليتكم بس تفكونا نرجع لبيوتنا نحن في حي حطين نعاني الامرين من هذه الاحتفالات ارجوكمالحواجز اللي وضعتموها لتنظيم السير تخنقنا لابدمن طريقهتسمح لنابالخروج السلس والعوده الطبيعيهلبيوتنا عانينا في   والآن نعاني ولا اعتقد ان معاناتنا هدف شوفوا لنا حل  ,17/10/2019,16:17
0,0,0,  امنيتي حاليا خيمه بوسط البر,17/10/2019,15:05
0,0,0,حرفيا معانات في الدخول و الخروج من الحي جميع الطرق اللي حول الحي زحمه  اتمنى ايجاد حل للمشكله و شكرا  ,17/10/2019,14:38
0,10,4,مهزله فمهزله فمليون مهزله لا مثيل لها النجاح على حساب سكان الحي وراحتهم هذا ليس بنجاح بل فشل وفشل ذريع لانه قائم على الانانيه وتطنيش الاخرين  السؤال كيف اصل الى البيت يامن قررت اختيار المكان وانت تنعم الان بالجلوس في وسط بيتك  ,17/10/2019,14:34
1,0,0, ,17/10/2019,14:31
1,4,2,  الواضح جدا من خطه سير الدخول للبوليفارد انه منظمه ولكن لو خرجنا ياسكان الحي كيف سنعود والشوارع التى حول الحي مغلقه حسب الكروكي المرفق هل سيتم السماح لنا بالدخول  علامه استفهام كبيره ,17/10/2019,14:03
0,4,0,  httpstwittercomTurki_alalshikhstatus1184781114256351232,17/10/2019,13:23
0,0,0,  تبون نسكن بدالكم لين ينتهي الموسم ماهناك خلاف ,17/10/2019,12:27
2,9,2,ماذا عن الخطه المروريه لسكان حي حطين نحتاج فزعتكم في ايجاد حلول دائمه مع الاخوه الكرام في المرور   الدوارات اصبحت خطره جدا و وجود الفوود تركس زاد من الازدحام في الحي ما نستغني عن دعمكم الله يقويكم ويعطيكم الصحه والعافيه      ,17/10/2019,11:26
0,0,1,  انا اعتذر يابوناصر مرتبط والله بس ياليت تشوف حل لزحمه   بسبب  ,17/10/2019,11:02
0,0,0,طالعه من الدوام مجهده وبمدرسه بعيده ابغى فقط الهدوء والنوم بالاخير نعلق في زحمه البوليفارد هذا وهم مافتحوه بس المنظمين اللي موجودين شوفو لنا حل وش بيصير بالمساء تركي ومحمد بن سعد مسكر بسبب الرياض بارك محمد بن سلمان مسكر وفيه دوار يغث القلب لمتى  ,17/10/2019,10:07
1,0,0,  ,17/10/2019,07:50
0,0,0,العمل جبار في   لكن تمنيت يكون في اطراف الرياض وليس في اكثر الاماكن ازدحاما   ,17/10/2019,07:44
0,0,0,نتمنى تحويل الدارات الى اشارات مروريه خصوصا دوار حطين  ,17/10/2019,00:25
0,1,1,        السلام عليكم للجميع نتقدم لكم وبكل احترام وتقدير آملين منكم بالنظر في معاناه اهالي حي حطين خاصه مع الفعاليات التي سوف تقام في الحى الدخول والخروج صعب في الويكند بسبب الزحمه والتركات والمطاعم الوضع راح يكون اصعب جدا مع الفعاليات,16/10/2019,11:33
0,1,1,  اتمنى ان يكون تم مناقشه حلول لسكان الحي      ,15/10/2019,19:12
0,1,1,ترفيه ع حساب السكان  ,15/10/2019,12:53
0,0,0,  دوار الخير واقف الحين  الى متى تستمر معاناه سكان هذا الحي  ,15/10/2019,12:32
0,3,2,  مع الاسف لاحياه لمن تنادي      ,15/10/2019,08:20
0,0,0,اتركو عنكم معاليه لانه مشغول الله يقويه   ركزو على ذولا     وعساهم يلقون لنا حل ,14/10/2019,20:45
0,2,1,ايعقل ونحن في منازلنا نسمع صوت الموسيقى الصاخبه مع وجود المكيفات اين حقوق المواطن ازعجونا بسبب مكبرات المساجد الى ان خفضو اصوات الاذان والقران مع ان مامن مسلم يسمعها يرتاح وهي اخفض بكثير من موسيقاهم  ,14/10/2019,20:05
2,4,2,نرفع معاناتنا المستمره نحن سكان حي حطين الذين اخترنا هذا الحي لهدؤه وبعده عن الازدحام نرفع معاناتنا الى صاحب السمو الملكي امير منطقه الرياض ليتفضل بالامر على المرور واداره النقل والترفيه لحل هذه المعاناه  ,14/10/2019,20:01
0,2,0,فعلا معانه مستمره حتى قبل موسم الرياض وخصوصا نهايه الاسبوع يغلق طريق الامير محمد بن سعد من جهه الدايري ومخرج ٢ مزدحم ونعاني للدخول لمنازلناشوفوا لنا حل   ,14/10/2019,19:48
0,0,0, ,14/10/2019,19:16
1,0,1,السلام عليكم سكان حي حطين سيعانون كثيرا بسبب موقع النافوره والنشاطات الاخرى المقامه حولها عند التقاء طريق الامير محمد بن سلمان والامير تركي الاول اختيار الموقع غير مناسب وينبغي عمل حلول تخفف من معاناه سكان الحي عند الخروج او العوده لمساكنهم خاصه خلال موسم الرياض يتبع,14/10/2019,18:52
0,0,0, ,14/10/2019,18:07
0,4,3,  الرجاء من المسؤولين حل هذه المشكله خاصه مع بدايه موسم الرياض عانينا الامرين اثناء اليوم الوطني نتمنى ايجاد حل خاصه للدوار تقاطع تركي بن عبدالعزيز مع تقاطع الامير محمد بن سلمان ودوار تقاطع الامير محمد بن سعد مع الامير محمد بن سلمان,14/10/2019,17:12
0,0,0,  اوول متخفشي الزحمه لازم تمشي,14/10/2019,14:32
8,28,8,نتمنى صوتنا يصل خصوصا مع بدايه   شي لا يطاق لا نستطيع الدخول او الخروج الى بيوتنا ناهيك عن الحالات الطارئه في اليوم الوطني ادور ساعه ونص عشان اوصل البيت الطريق مغلقه دون اي تقدير من رجال المرور  مع محاولتي اني من سكان الحي وبيتي يبعد شارع واحد فقط  ,14/10/2019,06:41
0,0,0,        ارجوا من احدى هذه الجهات التحرك ووضع حلول مناسبه لاهل الحي باسرع وقت ممكن,13/10/2019,19:49
1,10,5,منذ عده سنوات وسكان حي حطين يعانون من التجمعات والتفحيط وازعاج اصحاب الدبابات وسوف تزيد معاناتهم اكثر مع موسم الرياض نرجو من الجهات المسؤوله اعداد خطه مروريه لمراعات سكان الحي في الوصول الى بيوتهم  ,13/10/2019,16:52
0,1,0, ,13/10/2019,11:57
2,7,6,الصوره معبره لحالها            ,13/10/2019,08:07
0,1,0,اعتقد ان اللجؤ لهيئه الترفيه لن يجدي لانهم ببساطه ليس لهم صلاحيات في تنظيم الطرق وهو من اختصاص المرور ثم الامانه واقترج ان يتقدم السكان بخطاب يشرح الوضع الى اماره الرياض وهي من يوجهه الجهه المسؤوله والامير فيصل بن بندر لن يقصر وهو ملم بمداخل ومخارج الحي  ,13/10/2019,05:35
0,1,0,والله كلنا نعاني من الازدحام كل طرق الرياض زحمه جدا بسبب التحويلات خاصه  ,13/10/2019,05:34
0,5,1,نتمنى نشر خطه الحركه والمرور ايام موسم الرياض ومراعاه سكان الحي اذا كان هناك خطه واضحه سيتعاون اهل الحي في اتباعها  ,13/10/2019,03:31
4,8,5,بيت دورين للاجار لين يخلص موسم الرياض ميزته تسمع اغاني النافوره من غرفتك  ,10/12/2019,22:19
0,0,0,  آه ثم آه ثم آه ,10/12/2019,21:38
0,3,0,نتمنى ان توزع بطاقات او ستيكرات لسكان الحي حتى يتسنى لهم الدخول والخروج بسهوله ويسر دون اغلاق المداخل عليهم مثل بقيه الزوار ويخفف الضغط على المرور والمنظمين في الشوارع          ,10/12/2019,20:59
3,22,10,  السلام عليكم نحن سكان حي حطين مدينه الرياض متضررين جدا من سوء تنظيم الطرق و الازدحام و اغلاق الطرق المفاجئ خصوصا دوار تقاطع طريق الخير مع الامير محمد بن سلمان نرجو من حضراتكم النظر في الموضوع و ايجاد الحل المناسب قبل بدايه الموسم    ,10/12/2019,20:56
0,1,0,فعلا نتمنى التعاون مع سكان الحي اليوم الوطني تعبان من زحمه المرور كيف بموسم مدته شهرين  ,10/12/2019,20:14
1,3,0,  شفتوا حتى الاغنياء مو مرتاحين,10/12/2019,18:29
0,2,0,    ,10/12/2019,18:29
0,2,1,    ,10/12/2019,18:25
0,6,2,    معالي المستشار يجب بان يكون لكم دور في تنظيم دخول سكان الحي  وعدم اهمالهم  مع تمنياتنا لكم بالتوفيق  ,10/12/2019,18:24
8,2,1,  وشوارع الملقا والعقيق بتصير مثل التحليه,10/12/2019,16:41
0,4,1,      لابد من علاج لازمه الدورات الدخول والخروج من الحي تجمعات الشباب داخل حواري الحي لساعات متاخره,10/12/2019,14:39
0,0,0,انا من سكان حي حطين والدوار مقفل لموسم الرياض والثاني الرياض بارك وين نروح البيت قبب سجن ,10/12/2019,14:36
0,3,1,  الى الان لايوجد اي تجاوب من اي جهه ارجوا من جميع المضررين من سكان الحي المشاركه بفعاليه املا ان يصل صوتنا للمسئولين  ,10/12/2019,14:03
0,1,0,  ,10/12/2019,12:09
1,16,7,يجب ايجاد حل لدوار شارع الامير محمد بن سعد مع شارع الامير محمد بن سلمان  ودوار شارع الامير تركي بالغائها وعمل يوتيرن بدلا منها    ,10/12/2019,11:38
6,15,8,نحن سكان الحي بعد ان كنا عندما نقابل احد الاصدقاء او الزملاء ويبدا السلام والسؤال والاطمئنان عن الصحه والاهل اصبح مؤخرا اول سؤال يوجه الي  كيف تقضي مشاويرك  كم ياخذ منك الطريق وقت  اقترح علي البعض اني اشتري سيكل   ,10/12/2019,11:34
0,1,0,اليوم الوطني وهو يومين ماتقدر نطلع من بيوتنا والمشوار ابو 10 دقايق يصير ساعه والحين بيتقفل كل شي شهرين لازم يكون فيه حل او تنظيم خاص لاهل الحي  ,10/12/2019,11:23
0,5,3,  نعيش معاناه من قبل   يكيف ونحن الان محاصرون بالفعاليات نرجو من حضرتكم قبل بدء موسم الرياض النظر في الموضوع و ايجاد الحل المناسب لسكان الحي      ,10/12/2019,10:52
0,38,23,  السلام عليكم  نحن سكان حي حطين مدينه الرياض متضررين جدا من سوء تنظيم الطرق و الازدحام و اغلاق الطرق المفاجئ اوقات الفعاليات و ايام نهايه الاسبوع نرجو من حضرتكم قبل بدء موسم الرياض النظر في الموضوع و ايجاد الحل المناسب     ,10/12/2019,10:45
0,2,1,سكان   يشاركون في هذا الهاشتاق   لنقل معاناتهم قبل بدايه   حتى يتم تفادي المشكله من قبل المسؤولين باذن الله ويكون التنظيم على اعلى مستوى    ,10/12/2019,10:44
0,9,4,  في اليوم الوطني لم نتمكن من دخول البيت الا الساعه الثالثه صباحا جميع الطرق مغلقه ماذنبنا نحن اتمنى التخطيط السليم للفعاليات وابعادها عن الاحياء السكنيه ,10/12/2019,09:17
0,1,0,  مفروض موسم الرياض يدبرون لنا سكن الين يخلص موسم الرياض ,10/12/2019,08:28
0,1,0,  اول يوم من موسم الرياض وماقدرت اوصل البيت كلش مقفل ,10/12/2019,08:18
