,replies,retweets,favorites,text,day,time,tokens,normalized,tokenized,predictions,username
431,0,0,0,المفروض يستغلون الوضع ويخلون بيوتهم للايجار ومواقف السيارات للايجار و يقش عفشه ويسكن بشقة ايجار بشرق الرياض لين ينتهي موسم الفلس  ,18/10/2019,04:11,"['المفروض', 'يستغلون', 'الوضع', 'ويخلون', 'بيوتهم', 'للايجار', 'ومواقف', 'السيارات', 'للايجار', 'و', 'يقش', 'عفشه', 'ويسكن', 'بشقة', 'ايجار', 'بشرق', 'الرياض', 'لين', 'ينتهي', 'موسم', 'الفلس']", المفروض يستغلون الوضع ويخلون بيوتهم لايجار ومواقف السيارات لايجار و يقش عفشه ويسكن بشقه ايجار بشرق الرياض لين ينتهي موسم الفلس,"['المفروض', 'يستغلون', 'الوضع', 'ويخلون', 'بيوتهم', 'لايجار', 'ومواقف', 'السيارات', 'لايجار', 'و', 'يقش', 'عفشه', 'ويسكن', 'بشقه', 'ايجار', 'بشرق', 'الرياض', 'لين', 'ينتهي', 'موسم', 'الفلس']",negative,Abdulazizs_1
432,1,0,1,الحل بغلق منافذ الحي كامله ومنح سكانه بطاقات تمكنهم من الدخول  ,18/10/2019,04:01,"['الحل', 'بغلق', 'منافذ', 'الحي', 'كامله', 'ومنح', 'سكانه', 'بطاقات', 'تمكنهم', 'الدخول']", الحل بغلق منافذ الحي كامله ومنح سكانه بطاقات تمكنهم الدخول,"['الحل', 'بغلق', 'منافذ', 'الحي', 'كامله', 'ومنح', 'سكانه', 'بطاقات', 'تمكنهم', 'الدخول']",neutral,iAskad
433,0,8,4,يعطيكم العافية على جهودكم بس ياليت يكون فيه تنسيق مدروس لمواقع الفعاليات أفضل من كذا فعالية بهالحجم و هالأعداد و وسط حي سكني مو معقولة أهل الحي يتضررون على هالحساب الواحد مو قادر يوصل بيته غير الإيذاء من السيارات الي موقفه      ,18/10/2019,01:34,"['يعطيكم', 'العافية', 'جهودكم', 'ياليت', 'يكون', 'تنسيق', 'مدروس', 'لمواقع', 'الفعاليات', 'أفضل', 'فعالية', 'بهالحجم', 'و', 'هالأعداد', 'و', 'وسط', 'حي', 'سكني', 'مو', 'معقولة', 'أهل', 'الحي', 'يتضررون', 'هالحساب', 'الواحد', 'مو', 'قادر', 'يوصل', 'بيته', 'الإيذاء', 'السيارات', 'الي', 'موقفه']", يعطيكم العافيه جهودكم ياليت يكون تنسيق مدروس لمواقع الفعاليات افضل فعاليه بهالحجم و هالاعداد و وسط حي سكني مو معقوله اهل الحي يتضرون هالحساب الواحد مو قادر يوصل بيته الايذاء السيارات الي موقفه,"['يعطيكم', 'العافيه', 'جهودكم', 'ياليت', 'يكون', 'تنسيق', 'مدروس', 'لمواقع', 'الفعاليات', 'افضل', 'فعاليه', 'بهالحجم', 'و', 'هالاعداد', 'و', 'وسط', 'حي', 'سكني', 'مو', 'معقوله', 'اهل', 'الحي', 'يتضرون', 'هالحساب', 'الواحد', 'مو', 'قادر', 'يوصل', 'بيته', 'الايذاء', 'السيارات', 'الي', 'موقفه']",positive,hala50505
434,0,0,0,الناس ينبسطون واهل الحي يتنكدون ويتعطلون    ,18/10/2019,00:39,"['الناس', 'ينبسطون', 'واهل', 'الحي', 'يتنكدون', 'ويتعطلون']", الناس ينبسطون واهل الحي يتنكدون ويتعطلون,"['الناس', 'ينبسطون', 'واهل', 'الحي', 'يتنكدون', 'ويتعطلون']",positive,Abohmod500K
435,0,0,0,  لا تعليق ,18/10/2019,00:33,['تعليق'], تعليق,['تعليق'],neutral,captainnfnf
436,1,0,0,  تعالوا غرب الرياض  العريجاء سوو فعالياتكم عندنا عادي مابنقول لكم شي هههههه,18/10/2019,00:22,"['تعالوا', 'غرب', 'الرياض', 'العريجاء', 'سوو', 'فعالياتكم', 'عندنا', 'عادي', 'مابنقول', 'شي', 'هههههه']", تعالوا غرب الرياض العريجاء سو فعالياتكم عندنا عادي مابنقول شي ه,"['تعالوا', 'غرب', 'الرياض', 'العريجاء', 'سو', 'فعالياتكم', 'عندنا', 'عادي', 'مابنقول', 'شي', 'ه']",neutral,n_hteen
437,0,0,0,حي حطين والعقيق والملقا كلها تضررت بسبب زحمة السيارات  إذا بعض الناس امتنعوا عن الذهاب للمولات بسبب الموسيقى والزحمة فيها  فلماذا تلاحقهم في أماكن سكنهم   ,18/10/2019,00:18,"['حي', 'حطين', 'والعقيق', 'والملقا', 'كلها', 'تضررت', 'بسبب', 'زحمة', 'السيارات', 'الناس', 'امتنعوا', 'الذهاب', 'للمولات', 'بسبب', 'الموسيقى', 'والزحمة', 'فلماذا', 'تلاحقهم', 'أماكن', 'سكنهم']", حي حطين والعقيق والملقا كلها تضرت بسب زحمه السيارات الناس امتنعوا الذهاب لمولات بسب الموسيقي والزحمه فلماذا تلاحقهم اماكن سكنهم,"['حي', 'حطين', 'والعقيق', 'والملقا', 'كلها', 'تضرت', 'بسب', 'زحمه', 'السيارات', 'الناس', 'امتنعوا', 'الذهاب', 'لمولات', 'بسب', 'الموسيقي', 'والزحمه', 'فلماذا', 'تلاحقهم', 'اماكن', 'سكنهم']",negative,sarasalsubaie1
438,0,0,0,  وفجاءه كل الرياض صاروا سكان حطين ,18/10/2019,00:03,"['وفجاءه', 'الرياض', 'صاروا', 'سكان', 'حطين']", وفجاءه الرياض صاروا سكان حطين,"['وفجاءه', 'الرياض', 'صاروا', 'سكان', 'حطين']",negative,Ab00m03ath
439,1,0,0,المعاناه الي انتم فيهم مؤقته تعال شف معاناتنا مع ذا الجسر المعلق ماكلين تبن من سنين وحنا ننشب فيه لدوام   ,17/10/2019,23:48,"['المعاناه', 'الي', 'انتم', 'فيهم', 'مؤقته', 'تعال', 'شف', 'معاناتنا', 'الجسر', 'المعلق', 'ماكلين', 'تبن', 'سنين', 'وحنا', 'ننشب', 'لدوام']", المعاناه الي انتم فيهم مؤقته تعال شف معاناتنا الجسر المعلق ماكلين تبن سنين وحنا نشب لدوام,"['المعاناه', 'الي', 'انتم', 'فيهم', 'مؤقته', 'تعال', 'شف', 'معاناتنا', 'الجسر', 'المعلق', 'ماكلين', 'تبن', 'سنين', 'وحنا', 'نشب', 'لدوام']",negative,ReemaSauod
440,1,1,2,  مو طبيعي الوضع والله ما نقدر ندخل ولا نطلع من بيوتنا وإذا صار ظرف طارئ كيف نقدر نطلع دواماتنا,17/10/2019,23:40,"['مو', 'طبيعي', 'الوضع', 'والله', 'نقدر', 'ندخل', 'نطلع', 'بيوتنا', 'صار', 'ظرف', 'طارئ', 'نقدر', 'نطلع', 'دواماتنا']", مو طبيعي الوضع واله نقدر ندخل نطلع بيوتنا صار ظرف طارئ نقدر نطلع دواماتنا,"['مو', 'طبيعي', 'الوضع', 'واله', 'نقدر', 'ندخل', 'نطلع', 'بيوتنا', 'صار', 'ظرف', 'طارئ', 'نقدر', 'نطلع', 'دواماتنا']",negative,om_kha2
441,2,0,1,ههههههه استغفر الله الله لايبلانا اجل المتر بأربع الاف  هذي حوبتكم ياهل حطين ليه ماسكنتوا معكم اهل الشفاء والسويدي الحمدلله اني ماشريت فيه صراحة مفروض تسمونه حي المحبطين وليس حطين هههههاي احبكم جميعا يالله كلها 95 سنه وتنتهى معاناتكم  ,17/10/2019,23:32,"['ههههههه', 'استغفر', 'الله', 'الله', 'لايبلانا', 'اجل', 'المتر', 'بأربع', 'الاف', 'حوبتكم', 'ياهل', 'حطين', 'ليه', 'ماسكنتوا', 'معكم', 'اهل', 'الشفاء', 'والسويدي', 'الحمدلله', 'اني', 'ماشريت', 'صراحة', 'مفروض', 'تسمونه', 'حي', 'المحبطين', 'وليس', 'حطين', 'هههههاي', 'احبكم', 'جميعا', 'يالله', 'كلها', '95', 'سنه', 'وتنتهى', 'معاناتكم']", ه استغفر اله اله لايبلانا اجل المتر باربع الاف حوبتكم ياهل حطين ليه ماسكنتوا معكم اهل الشفاء والسويدي الحمدله اني ماشريت صراحه مفروض تسمونه حي المحبطين وليس حطين هاي احبكم جميعا ياله كلها 95 سنه وتنتهي معاناتكم,"['ه', 'استغفر', 'اله', 'اله', 'لايبلانا', 'اجل', 'المتر', 'باربع', 'الاف', 'حوبتكم', 'ياهل', 'حطين', 'ليه', 'ماسكنتوا', 'معكم', 'اهل', 'الشفاء', 'والسويدي', 'الحمدله', 'اني', 'ماشريت', 'صراحه', 'مفروض', 'تسمونه', 'حي', 'المحبطين', 'وليس', 'حطين', 'هاي', 'احبكم', 'جميعا', 'ياله', 'كلها', '95', 'سنه', 'وتنتهي', 'معاناتكم']",negative,Osama7773
442,0,15,5,  الحمدلله وصلو ابنائي بالسلامه الى منزلهم اليوم مشيا على اقدامهم بعدما استحال ان يصلو اليه بواسطة السياره ليوقفو زوارالترفيه سيل سياراتهم امام منازلنا ,17/10/2019,23:30,"['الحمدلله', 'وصلو', 'ابنائي', 'بالسلامه', 'الى', 'منزلهم', 'اليوم', 'مشيا', 'اقدامهم', 'بعدما', 'استحال', 'ان', 'يصلو', 'اليه', 'بواسطة', 'السياره', 'ليوقفو', 'زوارالترفيه', 'سيل', 'سياراتهم', 'امام', 'منازلنا']", الحمدله وصلو ابنائي بالسلامه الي منزلهم اليوم مشيا اقدامهم بعدما استحال ان يصلو اليه بواسطه السياره ليوقفو زوارالترفيه سيل سياراتهم امام منازلنا,"['الحمدله', 'وصلو', 'ابنائي', 'بالسلامه', 'الي', 'منزلهم', 'اليوم', 'مشيا', 'اقدامهم', 'بعدما', 'استحال', 'ان', 'يصلو', 'اليه', 'بواسطه', 'السياره', 'ليوقفو', 'زوارالترفيه', 'سيل', 'سياراتهم', 'امام', 'منازلنا']",negative,AZ_M_999
443,0,2,1,  تضرر اهل الحي كثيرا لماذا لم تفكروا بجعله في مكان خارج الرياض او بعيد عن الاحياء المزدحمة اصلا لم نستطع الدخول ولا الخروج لبيوتنا,17/10/2019,23:19,"['تضرر', 'اهل', 'الحي', 'كثيرا', 'لماذا', 'تفكروا', 'بجعله', 'مكان', 'خارج', 'الرياض', 'او', 'بعيد', 'الاحياء', 'المزدحمة', 'اصلا', 'نستطع', 'الدخول', 'الخروج', 'لبيوتنا']", تضر اهل الحي كثيرا لماذا تفكروا بجعله مكان خارج الرياض او بعيد الاحياء المزدحمه اصلا نستطع الدخول الخروج لبيوتنا,"['تضر', 'اهل', 'الحي', 'كثيرا', 'لماذا', 'تفكروا', 'بجعله', 'مكان', 'خارج', 'الرياض', 'او', 'بعيد', 'الاحياء', 'المزدحمه', 'اصلا', 'نستطع', 'الدخول', 'الخروج', 'لبيوتنا']",negative,kalsughayyir
444,1,6,4,بنقعد ٦٠ يوم على هذا الحال وضع الي المرور يقفل على شارع معين علشان فيه ناس مايبون زحمه قدام بيوتهم او قصورهم ويبون الشارع الي هم فيه فاضي على حساااااب ناس منطقين في شوارع ثانيه بالزحمه ويلفون الحي كامل علشان يوصلون لبيوتهم الي جنب بيوت هذولا الناس  ,17/10/2019,23:15,"['بنقعد', '٦٠', 'يوم', 'الحال', 'وضع', 'الي', 'المرور', 'يقفل', 'شارع', 'معين', 'علشان', 'ناس', 'مايبون', 'زحمه', 'قدام', 'بيوتهم', 'او', 'قصورهم', 'ويبون', 'الشارع', 'الي', 'فاضي', 'حساااااب', 'ناس', 'منطقين', 'شوارع', 'ثانيه', 'بالزحمه', 'ويلفون', 'الحي', 'كامل', 'علشان', 'يوصلون', 'لبيوتهم', 'الي', 'جنب', 'بيوت', 'هذولا', 'الناس']", بنقعد ٦٠ يوم الحال وضع الي المرور يقفل شارع معين علشان ناس مايبون زحمه قدام بيوتهم او قصورهم ويبون الشارع الي فاضي حساب ناس منطقين شوارع ثانيه بالزحمه ويلفون الحي كامل علشان يوصلون لبيوتهم الي جنب بيوت هذولا الناس,"['بنقعد', '٦٠', 'يوم', 'الحال', 'وضع', 'الي', 'المرور', 'يقفل', 'شارع', 'معين', 'علشان', 'ناس', 'مايبون', 'زحمه', 'قدام', 'بيوتهم', 'او', 'قصورهم', 'ويبون', 'الشارع', 'الي', 'فاضي', 'حساب', 'ناس', 'منطقين', 'شوارع', 'ثانيه', 'بالزحمه', 'ويلفون', 'الحي', 'كامل', 'علشان', 'يوصلون', 'لبيوتهم', 'الي', 'جنب', 'بيوت', 'هذولا', 'الناس']",negative,Lord_1980
445,0,1,0,  الله يفرجها من عنده كان اليوم اول بوادر التكدس الي بتصير طول   وكالعاده سكان حطين هم اول المتضررين للاسف ,17/10/2019,23:15,"['الله', 'يفرجها', 'عنده', 'كان', 'اليوم', 'اول', 'بوادر', 'التكدس', 'الي', 'بتصير', 'طول', 'وكالعاده', 'سكان', 'حطين', 'اول', 'المتضررين', 'للاسف']", اله يفرجها عنده كان اليوم اول بوادر التكدس الي بتصير طول وكالعاده سكان حطين اول المتضرين لاسف,"['اله', 'يفرجها', 'عنده', 'كان', 'اليوم', 'اول', 'بوادر', 'التكدس', 'الي', 'بتصير', 'طول', 'وكالعاده', 'سكان', 'حطين', 'اول', 'المتضرين', 'لاسف']",negative,ghadah_55a55
446,2,10,5,حسبي الله عليهم حتى المرور غير متعاون ابد ابد قاعده اترجاه واقوله امي معاي كبيره في السن يهاوش ويقول مو ذنبي اجل ذنب مين ذنب أهل الحي الي بالعين موس وساكتين        ,17/10/2019,22:56,"['حسبي', 'الله', 'عليهم', 'المرور', 'متعاون', 'ابد', 'ابد', 'قاعده', 'اترجاه', 'واقوله', 'امي', 'معاي', 'كبيره', 'السن', 'يهاوش', 'ويقول', 'مو', 'ذنبي', 'اجل', 'ذنب', 'مين', 'ذنب', 'أهل', 'الحي', 'الي', 'بالعين', 'موس', 'وساكتين']", حسبي اله عليهم المرور متعاون ابد ابد قاعده اترجاه واقوله امي معاي كبيره السن يهاوش ويقول مو ذنبي اجل ذنب مين ذنب اهل الحي الي بالعين موس وساكتين,"['حسبي', 'اله', 'عليهم', 'المرور', 'متعاون', 'ابد', 'ابد', 'قاعده', 'اترجاه', 'واقوله', 'امي', 'معاي', 'كبيره', 'السن', 'يهاوش', 'ويقول', 'مو', 'ذنبي', 'اجل', 'ذنب', 'مين', 'ذنب', 'اهل', 'الحي', 'الي', 'بالعين', 'موس', 'وساكتين']",negative,iBudur_ah
447,0,0,0,من عند جامع غادة الى البيت خلف الدفاع المدني ع طريق الامير محمد بن سلمان جلست ساعة  ,17/10/2019,22:48,"['جامع', 'غادة', 'الى', 'البيت', 'خلف', 'الدفاع', 'المدني', 'ع', 'طريق', 'الامير', 'محمد', 'بن', 'سلمان', 'جلست', 'ساعة']", جامع غاده الي البيت خلف الدفاع المدني ع طريق الامير محمد بن سلمان جلست ساعه,"['جامع', 'غاده', 'الي', 'البيت', 'خلف', 'الدفاع', 'المدني', 'ع', 'طريق', 'الامير', 'محمد', 'بن', 'سلمان', 'جلست', 'ساعه']",neutral,alohi20000
448,0,0,1,  شف لنا حل ,17/10/2019,22:44,"['شف', 'حل']", شف حل,"['شف', 'حل']",neutral,raghad011
449,2,2,0,ابوثامر على الطاري ودي تنقل معاناة اهل حطين مع زحمة موسم الرياض وقلة الحيا اللي صايرة بالحي  مانقدر ننام بالسطح,17/10/2019,22:43,"['ابوثامر', 'الطاري', 'ودي', 'تنقل', 'معاناة', 'اهل', 'حطين', 'زحمة', 'موسم', 'الرياض', 'وقلة', 'الحيا', 'اللي', 'صايرة', 'بالحي', 'مانقدر', 'ننام', 'بالسطح']", ابوثامر الطاري ودي تنقل معاناه اهل حطين زحمه موسم الرياض وقله الحيا الي صايره بالحي مانقدر نام بالسطح,"['ابوثامر', 'الطاري', 'ودي', 'تنقل', 'معاناه', 'اهل', 'حطين', 'زحمه', 'موسم', 'الرياض', 'وقله', 'الحيا', 'الي', 'صايره', 'بالحي', 'مانقدر', 'نام', 'بالسطح']",negative,n_hteen
450,0,0,0,السااعه1 شلون ماراح نام بعد   ,17/10/2019,22:35,"['السااعه1', 'شلون', 'ماراح', 'نام']", الساعه1 شلون ماراح نام,"['الساعه1', 'شلون', 'ماراح', 'نام']",negative,n3355na
451,1,8,5,  ما ادري وين تنضيم   كل الشوارع مسكرة من الزحمة حتى الحواري زحمة غير الي يوقف داخل الحي امام المنازل,17/10/2019,22:31,"['ادري', 'وين', 'تنضيم', 'الشوارع', 'مسكرة', 'الزحمة', 'الحواري', 'زحمة', 'الي', 'يوقف', 'داخل', 'الحي', 'امام', 'المنازل']", ادري وين تنضيم الشوارع مسكره الزحمه الحواري زحمه الي يوقف داخل الحي امام المنازل,"['ادري', 'وين', 'تنضيم', 'الشوارع', 'مسكره', 'الزحمه', 'الحواري', 'زحمه', 'الي', 'يوقف', 'داخل', 'الحي', 'امام', 'المنازل']",negative,ahmadokasa
452,0,0,0,  مع موسم الرياض يمدي يكون عندي حجه عن سبب التأخير عن الدوام ,17/10/2019,22:25,"['موسم', 'الرياض', 'يمدي', 'يكون', 'عندي', 'حجه', 'سبب', 'التأخير', 'الدوام']", موسم الرياض يمدي يكون عندي حجه سب التاخير الدوام,"['موسم', 'الرياض', 'يمدي', 'يكون', 'عندي', 'حجه', 'سب', 'التاخير', 'الدوام']",negative,AlShakerah2
453,0,0,1,  حتى  النت  صار يزحف ويحبي  بطيء جدا لاتقدر تطلع من بيتك ولاتقدر تدخل بيتك وحتى النت خياس  صرنا  معاقبين  ههههههه,17/10/2019,22:23,"['النت', 'صار', 'يزحف', 'ويحبي', 'بطيء', 'جدا', 'لاتقدر', 'تطلع', 'بيتك', 'ولاتقدر', 'تدخل', 'بيتك', 'وحتى', 'النت', 'خياس', 'صرنا', 'معاقبين', 'ههههههه']", النت صار يزحف ويحبي بطيء جدا لاتقدر تطلع بيتك ولاتقدر تدخل بيتك وحتي النت خياس صرنا معاقبين ه,"['النت', 'صار', 'يزحف', 'ويحبي', 'بطيء', 'جدا', 'لاتقدر', 'تطلع', 'بيتك', 'ولاتقدر', 'تدخل', 'بيتك', 'وحتي', 'النت', 'خياس', 'صرنا', 'معاقبين', 'ه']",negative,loweyrm
454,1,0,0,الحي يعاني نهاية الأسبوع من إزعاج بعض مرتادي مجمع البوليفارد من الشباب والآن على مدى ستين يوما والعدد كبير أكثر من نهاية الأسبوع  ,17/10/2019,22:16,"['الحي', 'يعاني', 'نهاية', 'الأسبوع', 'إزعاج', 'مرتادي', 'مجمع', 'البوليفارد', 'الشباب', 'والآن', 'مدى', 'ستين', 'يوما', 'والعدد', 'كبير', 'نهاية', 'الأسبوع']", الحي يعاني نهايه الاسبوع ازعاج مرتادي مجمع البوليفارد الشباب والان مدي ستين يوما والعد كبير نهايه الاسبوع,"['الحي', 'يعاني', 'نهايه', 'الاسبوع', 'ازعاج', 'مرتادي', 'مجمع', 'البوليفارد', 'الشباب', 'والان', 'مدي', 'ستين', 'يوما', 'والعد', 'كبير', 'نهايه', 'الاسبوع']",neutral,Anoudhkh
455,3,12,8,  البيوت اللي في العقيق بن موسى اصبح بعضها معروضة للبيع والسبب انها تحولت لمواقف لسوق الشر الرياض بارك على مدار يومي وايضا صعوبة ودخول مع الدائري  حطين  عقيق بن موسى  العقيق  وحتى الملقا  اصبحت لا تطاق بسبب وفود الافواج من خارج المنطقة لاجل هجولتهم الفاشلة,17/10/2019,22:16,"['البيوت', 'اللي', 'العقيق', 'بن', 'موسى', 'اصبح', 'بعضها', 'معروضة', 'للبيع', 'والسبب', 'انها', 'تحولت', 'لمواقف', 'لسوق', 'الشر', 'الرياض', 'بارك', 'مدار', 'يومي', 'وايضا', 'صعوبة', 'ودخول', 'الدائري', 'حطين', 'عقيق', 'بن', 'موسى', 'العقيق', 'وحتى', 'الملقا', 'اصبحت', 'تطاق', 'بسبب', 'وفود', 'الافواج', 'خارج', 'المنطقة', 'لاجل', 'هجولتهم', 'الفاشلة']", البيوت الي العقيق بن موسي اصبح بعضها معروضه لبيع والسب انها تحولت لمواقف لسوق الشر الرياض بارك مدار يومي وايضا صعوبه ودخول الدائري حطين عقيق بن موسي العقيق وحتي الملقا اصبحت تطاق بسب وفود الافواج خارج المنطقه لاجل هجولتهم الفاشله,"['البيوت', 'الي', 'العقيق', 'بن', 'موسي', 'اصبح', 'بعضها', 'معروضه', 'لبيع', 'والسب', 'انها', 'تحولت', 'لمواقف', 'لسوق', 'الشر', 'الرياض', 'بارك', 'مدار', 'يومي', 'وايضا', 'صعوبه', 'ودخول', 'الدائري', 'حطين', 'عقيق', 'بن', 'موسي', 'العقيق', 'وحتي', 'الملقا', 'اصبحت', 'تطاق', 'بسب', 'وفود', 'الافواج', 'خارج', 'المنطقه', 'لاجل', 'هجولتهم', 'الفاشله']",negative,drfah7
456,0,0,0,انا من سكان حي حطين لاااااازم الموضوع ينحل ما يصلح كذا ما قدرت اطلع من البيت من الزحمة ياليت ينحل الموضوع في اسرع وقت مو معقول ساكنين في احسن الأحياء ونتضايق      ,17/10/2019,22:15,"['انا', 'سكان', 'حي', 'حطين', 'لاااااازم', 'الموضوع', 'ينحل', 'يصلح', 'قدرت', 'اطلع', 'البيت', 'الزحمة', 'ياليت', 'ينحل', 'الموضوع', 'اسرع', 'وقت', 'مو', 'معقول', 'ساكنين', 'احسن', 'الأحياء', 'ونتضايق']", انا سكان حي حطين لازم الموضوع ينحل يصلح قدرت اطلع البيت الزحمه ياليت ينحل الموضوع اسرع وقت مو معقول ساكنين احسن الاحياء ونتضايق,"['انا', 'سكان', 'حي', 'حطين', 'لازم', 'الموضوع', 'ينحل', 'يصلح', 'قدرت', 'اطلع', 'البيت', 'الزحمه', 'ياليت', 'ينحل', 'الموضوع', 'اسرع', 'وقت', 'مو', 'معقول', 'ساكنين', 'احسن', 'الاحياء', 'ونتضايق']",negative,Anoudhkh
457,0,2,0,ضروري تخلون الوضع سياكل  ,17/10/2019,22:06,"['ضروري', 'تخلون', 'الوضع', 'سياكل']", ضروري تخلون الوضع سياكل,"['ضروري', 'تخلون', 'الوضع', 'سياكل']",negative,Anoudhkh
458,1,0,2,  مررررره صراحة اطلب من هنقرستيشن يرسل تكنسل الطلب و يطلع خرابيط ومدري ايش ناهيك عن مواقف بيتنا الي امتلت سيارات خطر لايدخلون بيتنا ,17/10/2019,22:03,"['مررررره', 'صراحة', 'اطلب', 'هنقرستيشن', 'يرسل', 'تكنسل', 'الطلب', 'و', 'يطلع', 'خرابيط', 'ومدري', 'ايش', 'ناهيك', 'مواقف', 'بيتنا', 'الي', 'امتلت', 'سيارات', 'خطر', 'لايدخلون', 'بيتنا']", مره صراحه اطلب هنقرستيشن يرسل تكنسل الطلب و يطلع خرابيط ومدري ايش ناهيك مواقف بيتنا الي امتلت سيارات خطر لايدخلون بيتنا,"['مره', 'صراحه', 'اطلب', 'هنقرستيشن', 'يرسل', 'تكنسل', 'الطلب', 'و', 'يطلع', 'خرابيط', 'ومدري', 'ايش', 'ناهيك', 'مواقف', 'بيتنا', 'الي', 'امتلت', 'سيارات', 'خطر', 'لايدخلون', 'بيتنا']",negative,bnt_a2
459,1,1,0,  ما يحدث  كارثة  طريق تركي بن ناصر غرب والرياض بارك على الخير جهة الدائري والتركات برضوا على الخير حتى شارع الدفاع المدني وطريق الابراج والدوار مقفل تقفيل تام وهذه ليست المرة الاولى بل على مدار السنة خميس وجمعة وايام الوطني يازين الحي من اول كان بر مافيه احد,17/10/2019,22:01,"['يحدث', 'كارثة', 'طريق', 'تركي', 'بن', 'ناصر', 'غرب', 'والرياض', 'بارك', 'الخير', 'جهة', 'الدائري', 'والتركات', 'برضوا', 'الخير', 'شارع', 'الدفاع', 'المدني', 'وطريق', 'الابراج', 'والدوار', 'مقفل', 'تقفيل', 'تام', 'وهذه', 'المرة', 'الاولى', 'مدار', 'السنة', 'خميس', 'وجمعة', 'وايام', 'الوطني', 'يازين', 'الحي', 'اول', 'كان', 'بر', 'مافيه', 'احد']", يحدث كارثه طريق تركي بن ناصر غرب والرياض بارك الخير جه الدائري والتركات برضوا الخير شارع الدفاع المدني وطريق الابراج والدوار مقفل تقفيل تام وهذه المره الاولي مدار السنه خميس وجمعه وايام الوطني يازين الحي اول كان بر مافيه احد,"['يحدث', 'كارثه', 'طريق', 'تركي', 'بن', 'ناصر', 'غرب', 'والرياض', 'بارك', 'الخير', 'جه', 'الدائري', 'والتركات', 'برضوا', 'الخير', 'شارع', 'الدفاع', 'المدني', 'وطريق', 'الابراج', 'والدوار', 'مقفل', 'تقفيل', 'تام', 'وهذه', 'المره', 'الاولي', 'مدار', 'السنه', 'خميس', 'وجمعه', 'وايام', 'الوطني', 'يازين', 'الحي', 'اول', 'كان', 'بر', 'مافيه', 'احد']",negative,faljaber55
460,10,38,35,    في البداية كل التوفيق فيما تقدمونه في موسم الرياض الرائع  ثانيا نعاني وعائلاتنا من سكان حي حطين من الوصول الى منازلنا بسبب زحمة بوليفارد الرياض وعند حدوث اي شيء طارئ لاسمح الله سيكون الخروج صعبا نتمنى مراعاة سكان الحي ووضع الحلول اللازمة لذلك,17/10/2019,21:54,"['البداية', 'التوفيق', 'تقدمونه', 'موسم', 'الرياض', 'الرائع', 'ثانيا', 'نعاني', 'وعائلاتنا', 'سكان', 'حي', 'حطين', 'الوصول', 'الى', 'منازلنا', 'بسبب', 'زحمة', 'بوليفارد', 'الرياض', 'وعند', 'حدوث', 'اي', 'شيء', 'طارئ', 'لاسمح', 'الله', 'سيكون', 'الخروج', 'صعبا', 'نتمنى', 'مراعاة', 'سكان', 'الحي', 'ووضع', 'الحلول', 'اللازمة', 'لذلك']", البدايه التوفيق تقدمونه موسم الرياض الرائع ثانيا نعاني وعائلاتنا سكان حي حطين الوصول الي منازلنا بسب زحمه بوليفارد الرياض وعند حدوث اي شيء طارئ لاسمح اله سيكون الخروج صعبا نتمني مراعاه سكان الحي وضع الحلول الازمه لذلك,"['البدايه', 'التوفيق', 'تقدمونه', 'موسم', 'الرياض', 'الرائع', 'ثانيا', 'نعاني', 'وعائلاتنا', 'سكان', 'حي', 'حطين', 'الوصول', 'الي', 'منازلنا', 'بسب', 'زحمه', 'بوليفارد', 'الرياض', 'وعند', 'حدوث', 'اي', 'شيء', 'طارئ', 'لاسمح', 'اله', 'سيكون', 'الخروج', 'صعبا', 'نتمني', 'مراعاه', 'سكان', 'الحي', 'وضع', 'الحلول', 'الازمه', 'لذلك']",positive,abum7md1
461,0,2,1,حسبي الله عليك يالي سببت هالمشاكل الوالدين تجاوزت اعمارهم الثمانين لهم اكثر من ساعتين يحاولون يدخلون الحي بدون جدوى  ,17/10/2019,21:54,"['حسبي', 'الله', 'يالي', 'سببت', 'هالمشاكل', 'الوالدين', 'تجاوزت', 'اعمارهم', 'الثمانين', 'اكثر', 'ساعتين', 'يحاولون', 'يدخلون', 'الحي', 'بدون', 'جدوى']", حسبي اله يالي سبت هالمشاكل الوالدين تجاوزت اعمارهم الثمانين اكثر ساعتين يحاولون يدخلون الحي بدون جدوي,"['حسبي', 'اله', 'يالي', 'سبت', 'هالمشاكل', 'الوالدين', 'تجاوزت', 'اعمارهم', 'الثمانين', 'اكثر', 'ساعتين', 'يحاولون', 'يدخلون', 'الحي', 'بدون', 'جدوي']",negative,mohamad_alabbad
462,3,3,0,  هذا الساعة 7 الحين انا في فندق لين ما تنفرج ,17/10/2019,21:54,"['الساعة', '7', 'الحين', 'انا', 'فندق', 'لين', 'تنفرج']", الساعه 7 الحين انا فندق لين تنفرج,"['الساعه', '7', 'الحين', 'انا', 'فندق', 'لين', 'تنفرج']",neutral,abum7md1
463,0,0,1,  وش الوضع اللحين نقدر ندخل الحي,17/10/2019,21:51,"['وش', 'الوضع', 'اللحين', 'نقدر', 'ندخل', 'الحي']", وش الوضع الحين نقدر ندخل الحي,"['وش', 'الوضع', 'الحين', 'نقدر', 'ندخل', 'الحي']",negative,SIAlomary
